id,idade,nomeJogador,nacionalidade,nomeClube
206042,29,J. DEZI,ITALY,VENEZIA FC
257558,27,RUBEN DIEZ,SPAIN,CD TENERIFE
204311,27,K. ZOUMA,FRANCE,WEST HAM UNITED
243237,23,L. PELLEGRINI,ITALY,JUVENTUS
230375,30,JOSUE CHIAMULERA,BRAZIL,CLUB ATHLETICO PARANAENSE
190156,33,RUBEN PEREZ,SPAIN,PANATHINAIKOS FC
239978,23,D. MAN,ROMANIA,PARMA
267573,28,L. SANCHEZ,ARGENTINA,ARGENTINOS JUNIORS
238049,22,P. POMYKAL,UNITED STATES,FC DALLAS
23174,35,J. RIQUELME,ARGENTINA,BOCA JUNIORS
206098,29,PATRIC,SPAIN,LAZIO
225853,25,R. RAVELOSON,MADAGASCAR,AJ AUXERRE
235717,24,B. OZCAN,TURKEY,ISTANBUL BASAKSEHIR FK
199739,31,JOSUE,PORTUGAL,LEGIA WARSZAWA
260478,23,S. THOMAS,WALES,HUDDERSFIELD TOWN
235424,26,D. SAMASSEKOU,MALI,TSG HOFFENHEIM
197300,34,A. SAID,EGYPT,
246771,26,M. CASTRO,URUGUAY,ESTUDIANTES DE LA PLATA
209316,27,T. HAYE,NETHERLANDS,SC HEERENVEEN
178224,34,J. HERNANDEZ,MEXICO,LA GALAXY
204523,29,RUBEN PARDO,SPAIN,CD LEGANES
236245,26,A. ELIS,HONDURAS,FC GIRONDINS DE BORDEAUX
225711,26,A. DIALLO,SENEGAL,PARIS SAINT-GERMAIN
199917,28,J. FORSTER-CASKEY,ENGLAND,CHARLTON ATHLETIC
239482,24,GALENO,BRAZIL,FC PORTO
233151,25,K. MIYOSHI,JAPAN,ROYAL ANTWERP FC
228349,27,M. VOJVODA,KOSOVO,TORINO F.C.
216258,28,I. BEBOU,TOGO,TSG HOFFENHEIM
169792,32,J. RODRIGUEZ,ENGLAND,BURNLEY
241117,26,BORJA SANCHEZ,SPAIN,REAL OVIEDO
205427,31,DJANINY,CAPE VERDE ISLANDS,TRABZONSPOR
237619,22,S. TWINE,ENGLAND,BURNLEY
210010,27,J. VAN OVEREEM,NETHERLANDS,FC UTRECHT
199353,32,M. RZATKOWSKI,GERMANY,DSC ARMINIA BIELEFELD
211267,28,R. CENTURION,ARGENTINA,SAN LORENZO DE ALMAGRO
175567,30,JAVIER BALBOA,EQUATORIAL GUINEA,AL FAISALY
230460,22,JONATAO PRAZ,BRAZIL,FLAMENGO
120533,39,PEPE,PORTUGAL,FC PORTO
244407,22,POL LOZANO,SPAIN,RCD ESPANYOL DE BARCELONA
229153,24,L. GARCIA,TRINIDAD AND TOBAGO,AEK ATHENS
192594,32,G. KAGELMACHER,URUGUAY,CLUB ATLETICO PENAROL
228774,24,V. MARCHETTI,FRANCE,AC AJACCIO
263041,21,A. PRASS,AUSTRIA,SK STURM GRAZ
229891,24,J. RYERSON,NORWAY,1. FC UNION BERLIN
246674,24,BRUNO PAZ,PORTUGAL,ITTIFAK HOLDING KONYASPOR
244772,25,K. VELASCO,COLOMBIA,DEPORTIVO CALI
242641,21,R. AIT NOURI,FRANCE,WOLVERHAMPTON WANDERERS
235781,25,SANTI COMESANA,SPAIN,RAYO VALLECANO
259850,,Y. CUMANA,VENEZUELA,DEPORTIVO LA GUAIRA FC
225844,26,D. VERDE,ITALY,SPEZIA
201508,30,G. RAMIREZ,URUGUAY,AC MONZA
201530,29,B. MARTELLA,ITALY,TERNANA
245940,23,SILAS,CONGO DR,VFB STUTTGART
1625,36,T. HENRY,FRANCE,
232639,24,R. DOAN,JAPAN,SPORT-CLUB FREIBURG
168609,35,MIRANDA,BRAZIL,JIANGSU FC
34079,37,A. COLE,ENGLAND,DERBY COUNTY
202620,28,R. BOATENG,GHANA,FC CARTAGENA
200672,33,ZHANG LINPENG,CHINA PR,SHANGHAI PORT FC
237477,23,M. TAVERNIER,ENGLAND,AFC BOURNEMOUTH
236723,25,F. BALLO-TOURE,SENEGAL,AC MILAN
211591,25,M. DEMBELE,FRANCE,OLYMPIQUE LYONNAIS
241436,22,C. BASSEY,NIGERIA,AJAX
241406,25,J. INTRIAGO,ECUADOR,MAZATLAN FUTBOL CLUB
235945,25,MARC ROCA,SPAIN,LEEDS UNITED
241470,22,ALEX CENTELLES,SPAIN,UNION DEPORTIVA ALMERIA
264348,26,S. RAHIMI,MOROCCO,AL AIN FC
235410,25,Y. EN-NESYRI,MOROCCO,SEVILLA FC
235454,23,M. SARR,FRANCE,CHELSEA
208052,30,A. YIADOM,GHANA,READING
238941,27,J. BALKOVEC,SLOVENIA,
226568,23,I. HAGI,ROMANIA,
236842,22,J. TORRES,MEXICO,CHICAGO FIRE FOOTBALL CLUB
219733,28,L. AJORQUE,FRANCE,RC STRASBOURG ALSACE
203128,31,T. MONCONDUIT,FRANCE,FC LORIENT
199334,33,V. PILAR,CZECH REPUBLIC,FC VIKTORIA PLZEN
256902,27,V. LOBRY,FRANCE,AS SAINT-ETIENNE
263377,20,L. ABADA,ISRAEL,CELTIC
226286,31,G. AVALOS,PARAGUAY,ARGENTINOS JUNIORS
186116,31,H. LANSBURY,ENGLAND,LUTON TOWN
176553,34,S. MISSIROLI,ITALY,SPAL
235379,25,E. NDOJ,ALBANIA,BRESCIA
190640,31,V. PALSSON,ICELAND,D.C. UNITED
222838,29,B. AJDINI,KOSOVO,SV SANDHAUSEN
198023,31,XIMO NAVARRO,SPAIN,DEPORTIVO ALAVES
264699,20,K. ASLLANI,ALBANIA,INTER
219104,28,C. BRAVO,CHILE,MONTEVIDEO WANDERERS
224424,25,R. NEUDECKER,GERMANY,1. FC SAARBRUCKEN
214198,33,J. HERNANDEZ,COLOMBIA,ALIANZA PETROLERA
191180,33,J. PASTORE,ARGENTINA,ELCHE CF
240252,21,F. MENDEZ,CHILE,UNION ESPANOLA
256949,21,A. GRNBK,DENMARK,AARHUS GF
210617,27,SAMU CASTILLEJO,SPAIN,VALENCIA CF
236636,25,A. CACI,FRANCE,1. FSV MAINZ 05
234087,,C. STYLES,HUNGARY,BARNSLEY
182212,,A. MODESTE,FRANCE,BORUSSIA DORTMUND
245211,22,J. TEZE,NETHERLANDS,PSV
216463,26,H. SAKHI,MOROCCO,AJ AUXERRE
243249,22,J. EKKELENKAMP,NETHERLANDS,ROYAL ANTWERP FC
208302,27,A. GILBEY,ENGLAND,CHARLTON ATHLETIC
229517,27,TONI VILLA,SPAIN,REAL VALLADOLID CF
217877,26,T. BONGONDA,CONGO DR,KRC GENK
214313,29,J. DELGADO,CHILE,FC PACOS DE FERREIRA
227476,30,SOARES,BRAZIL,OLYMPIACOS CFP
223618,26,H. BOUMOUS,MOROCCO,ATK MOHUN BAGAN FC
236610,22,M. KEAN,ITALY,JUVENTUS
235565,27,D. BRONN,TUNISIA,FC METZ
224794,27,MURILO HENRIQUE,BRAZIL,SUWON FC
198079,31,M. BUCHEL,LIECHTENSTEIN,ASCOLI
214025,26,C. HIGUITA,COLOMBIA,JUNIOR FC
233795,23,B. BRERETON DIAZ,CHILE,BLACKBURN ROVERS
236920,23,J. KLUIVERT,NETHERLANDS,ROMA
192123,30,C. WOOD,NEW ZEALAND,NEWCASTLE UNITED
222986,34,M. MORISHIGE,JAPAN,FC TOKYO
220940,26,C. BRANNAGAN,ENGLAND,OXFORD UNITED
243481,22,M. PEDERSEN,NORWAY,FEYENOORD
246006,24,C. DEVLIN,AUSTRALIA,HEART OF MIDLOTHIAN
190633,32,H. DALSGAARD,DENMARK,FC MIDTJYLLAND
232008,24,TONI LATO,SPAIN,VALENCIA CF
200111,30,R. VAN RHIJN,NETHERLANDS,KARLSRUHER SC
260876,19,M. KJAERGAARD,DENMARK,FC RED BULL SALZBURG
247124,23,G. MENSAH,GHANA,
251479,21,M. DE CUYPER,BELGIUM,KVC WESTERLO
223978,23,MANU GARCIA,SPAIN,DEPORTIVO ALAVES
220172,26,S. JANKO,GAMBIA,VFL BOCHUM 1848
138782,34,D. FLETCHER,SCOTLAND,STOKE CITY
240223,26,M. RISTIC,SERBIA,SL BENFICA
